current_age,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,amount,use_chip,debt_to_income,default_risk,gender_Female,gender_Male,gender_Other
70,73526,882306,88241,802,4,1937.26,Yes,0.1000117872937507,0,1,0,0
66,45142,541698,245509,717,1,3596.11,Yes,0.45322116751400227,0,1,0,0
63,44070,528839,196772,678,1,3871.29,No,0.37208299690453994,0,0,1,0
30,21229,254746,24179,789,2,628.9,Yes,0.09491414978056574,0,0,1,0
69,40887,490647,180336,768,3,2261.38,Yes,0.3675473405523727,0,1,0,0
42,83576,1002907,0,717,5,3602.08,Yes,0.0,0,0,1,0
36,21082,252990,14842,778,1,1678.49,Yes,0.05866635044863433,0,0,1,0
54,62787,753446,223812,583,2,2124.66,No,0.29705114898745233,0,1,0,0
68,109696,1316357,528883,721,3,1266.08,Yes,0.4017777852056851,0,0,1,0
59,103660,1243916,0,662,4,1220.58,Yes,0.0,0,1,0,0
49,58016,696186,264937,668,4,3023.82,Yes,0.38055490917657064,0,1,0,0
62,12500,150000,11382,672,1,5686.06,Yes,0.07588,0,1,0,0
29,51850,622201,194337,771,4,4228.27,Yes,0.31233797438448346,0,1,0,0
57,81201,974414,615953,592,4,2011.04,No,0.6321265909562055,1,0,1,0
46,65995,791937,266990,683,3,1561.86,No,0.33713540344749643,0,1,0,0
39,77171,926047,414516,668,3,4335.09,Yes,0.4476187493723321,0,0,1,0
58,79076,948918,475464,605,4,2883.82,Yes,0.5010591009971357,0,0,1,0
42,13626,163513,0,803,1,982.1,No,0.0,0,1,0,0
70,58652,703828,151081,623,3,843.93,No,0.21465613757906762,0,0,0,1
22,135744,1628930,1059311,686,4,1426.93,No,0.6503109403105106,0,0,1,0
60,58379,700548,0,639,4,3858.44,Yes,0.0,0,0,1,0
24,87542,1050509,199480,799,3,5305.87,Yes,0.18988890147538004,0,0,1,0
68,71773,861275,106223,701,4,825.73,Yes,0.12333226901976721,0,0,1,0
57,66948,803372,0,662,4,2724.6,No,0.0,0,1,0,0
29,25725,308701,15351,668,3,9266.88,No,0.049727730068901625,0,1,0,0
27,93882,1126582,548419,622,3,1632.99,Yes,0.48679900797278847,0,1,0,0
24,40539,486473,171156,835,1,3637.22,Yes,0.3518304201877597,0,1,0,0
33,121278,1455335,445855,736,5,2823.71,No,0.3063590169960868,0,0,1,0
59,86760,1041117,410127,578,3,3056.99,No,0.39392978887099145,0,0,1,0
30,64219,770625,249556,596,3,1847.7,No,0.32383584752635847,0,1,0,0
39,69693,836312,0,669,4,6121.3,Yes,0.0,0,0,1,0
50,173189,2078263,525370,771,2,1130.7,Yes,0.25279283709520883,0,0,1,0
69,25029,300353,31613,717,3,3991.92,No,0.10525281918276162,0,1,0,0
24,95676,1148108,0,794,5,1753.57,No,0.0,0,1,0,0
41,23925,287097,71818,614,2,2287.59,Yes,0.2501523875205941,0,1,0,0
28,51205,614458,171672,754,4,3353.7,No,0.2793876880112229,0,0,1,0
32,26438,317256,69241,702,2,5381.26,Yes,0.21824961545250524,0,0,1,0
57,115018,1380217,349551,677,2,2228.23,Yes,0.2532580021837146,0,0,1,0
51,53526,642318,200451,623,4,2162.84,No,0.31207439305764434,0,0,1,0
59,43440,521284,152038,697,2,2454.19,Yes,0.29166059192302085,0,1,0,0
33,50216,602587,0,784,3,3014.69,Yes,0.0,0,0,1,0
20,44160,529921,171715,593,1,751.02,No,0.3240388661706179,0,1,0,0
21,59866,718397,33791,659,3,2170.93,Yes,0.04703666635578935,0,0,1,0
62,21318,255815,38219,767,1,4242.28,No,0.14940093426890527,0,0,0,1
31,65444,785325,221652,667,3,2762.17,Yes,0.2822423837264827,0,0,1,0
56,31265,375175,139249,710,3,4303.9,Yes,0.37115745985206905,0,0,1,0
45,29298,351579,0,754,1,3359.27,Yes,0.0,0,1,0,0
28,86069,1032832,0,684,4,4984.35,Yes,0.0,0,1,0,0
64,157973,1895675,0,638,3,7649.7,No,0.0,0,1,0,0
20,21748,260971,0,727,1,1663.02,Yes,0.0,0,0,1,0
64,88833,1065996,167762,651,4,2715.24,Yes,0.1573758250500002,0,0,1,0
28,55966,671593,0,726,3,4123.13,Yes,0.0,0,1,0,0
61,53935,647225,0,685,3,6063.62,Yes,0.0,0,1,0,0
28,53408,640892,134789,729,4,981.53,Yes,0.21031468640582188,0,0,1,0
39,92133,1105593,249840,736,3,802.34,No,0.2259782759116601,0,1,0,0
31,39528,474339,158105,676,3,1012.16,No,0.333316467758291,0,1,0,0
70,33832,405983,129128,737,1,1295.58,Yes,0.3180625789749817,0,0,1,0
54,36137,433643,170906,725,3,5497.06,No,0.39411681959584266,0,0,1,0
54,81197,974359,407805,748,3,9965.97,Yes,0.41853669951219213,0,1,0,0
57,59921,719053,0,669,5,1485.68,No,0.0,0,0,1,0
26,52062,624738,251242,687,4,8995.6,Yes,0.4021557837045289,0,1,0,0
35,61746,740956,0,817,4,1716.74,Yes,0.0,0,0,1,0
70,53395,640745,114565,657,5,1036.02,Yes,0.17879967849924697,0,1,0,0
65,52533,630393,0,708,3,2635.99,Yes,0.0,0,0,1,0
54,16844,202123,0,864,1,1960.98,Yes,0.0,0,0,1,0
24,79091,949091,422263,700,4,5535.07,Yes,0.44491307998916857,0,0,1,0
36,72696,872354,385460,646,2,5004.33,No,0.4418619046854832,0,0,1,0
43,87562,1050741,118862,695,3,5828.11,Yes,0.1131220728990303,0,1,0,0
53,24141,289695,116006,660,1,2480.53,No,0.4004418440083536,0,1,0,0
52,82193,986320,402964,717,3,1070.69,Yes,0.4085530051099035,0,1,0,0
55,61509,738113,0,738,4,8888.75,Yes,0.0,0,0,0,1
46,72267,867202,0,660,3,1983.36,Yes,0.0,0,1,0,0
31,47756,573068,94958,605,3,3311.0,Yes,0.16570110353396106,0,0,1,0
19,56118,673412,0,883,4,2443.86,Yes,0.0,0,0,1,0
35,60209,722509,0,733,4,3339.81,Yes,0.0,0,0,1,0
60,53900,646797,83811,646,3,5419.05,No,0.12957852309148002,0,1,0,0
67,79768,957222,301720,558,4,1663.58,Yes,0.3152037876271126,0,1,0,0
37,34306,411669,102808,786,3,5295.64,Yes,0.24973461688881116,0,1,0,0
33,150548,1806579,527264,616,5,2682.11,Yes,0.2918577045343713,0,1,0,0
55,61509,738113,0,738,4,2697.1,Yes,0.0,0,0,0,1
46,87503,1050036,340031,685,4,359.7,Yes,0.32382794494664946,0,1,0,0
25,61760,741118,160414,900,3,720.63,No,0.2164486626960889,0,0,1,0
55,75757,909087,0,681,4,978.8,Yes,0.0,0,0,1,0
47,67065,804777,0,665,4,6511.37,Yes,0.0,0,1,0,0
45,48469,581626,0,686,1,4428.87,Yes,0.0,0,1,0,0
61,53935,647225,0,685,3,742.68,Yes,0.0,0,1,0,0
59,170057,2040684,441892,783,3,1072.27,Yes,0.21654112052625493,0,1,0,0
34,18474,221691,70473,790,1,3643.9,Yes,0.3178884122494824,0,1,0,0
36,60186,722226,117504,803,4,1419.3,Yes,0.16269699512341013,0,1,0,0
38,39287,471447,126221,681,2,1464.12,Yes,0.2677310493014061,0,1,0,0
50,40119,481425,190000,702,3,7392.75,Yes,0.39466168146647973,0,1,0,0
70,47550,570598,165579,716,1,4480.07,Yes,0.29018503394684175,0,1,0,0
25,43346,520150,229122,781,1,9755.5,No,0.4404921657214265,0,0,1,0
68,58992,707903,355216,550,4,3131.75,No,0.5017862616770942,1,0,1,0
47,77690,932286,177769,639,3,1571.7,No,0.19068075676348245,0,0,1,0
70,24651,295817,0,745,2,1665.47,No,0.0,0,0,1,0
53,21145,253736,0,719,1,1505.09,No,0.0,0,0,1,0
34,21412,256940,0,629,3,6061.21,Yes,0.0,0,1,0,0
43,31971,383647,37253,709,3,1630.42,Yes,0.097102284130985,0,0,1,0
69,50924,611083,139627,623,3,831.04,No,0.22849105604312345,0,0,1,0
21,71632,859579,226794,695,3,1706.76,Yes,0.263843113896454,0,0,1,0
56,21920,263046,0,721,3,7161.41,Yes,0.0,0,0,1,0
56,42545,510536,169747,602,2,2943.13,Yes,0.3324878167259508,0,0,1,0
57,42650,511806,0,654,3,2729.16,Yes,0.0,0,1,0,0
60,23224,278692,0,723,3,4332.51,Yes,0.0,0,1,0,0
46,28942,347309,41041,802,3,2491.74,No,0.11816854731665462,0,1,0,0
65,39663,475956,60889,783,3,4087.98,Yes,0.12792989267915522,0,1,0,0
22,54688,656250,0,615,3,2199.13,No,0.0,0,0,1,0
31,65092,781109,0,718,5,10419.51,Yes,0.0,0,0,1,0
34,60919,731025,0,688,3,609.1,Yes,0.0,0,0,1,0
52,24303,291638,0,827,1,1605.23,No,0.0,0,0,1,0
54,56821,681849,238812,651,5,2728.12,Yes,0.35024176907203797,0,1,0,0
46,68897,826760,257606,656,4,2314.08,Yes,0.3115849823407035,0,0,1,0
61,23452,281421,60197,618,2,4263.74,No,0.21390372431339524,0,0,1,0
29,90031,1080367,321696,785,4,6928.98,Yes,0.2977654815446973,0,0,1,0
36,49316,591798,319963,677,2,2263.16,Yes,0.5406625233610117,0,0,1,0
41,54626,655512,0,744,4,557.78,No,0.0,0,1,0,0
61,82948,995376,298436,587,2,2016.74,No,0.29982237867901174,0,1,0,0
26,71006,852076,73563,662,3,3137.09,Yes,0.08633384815438998,0,0,1,0
21,25403,304834,122991,630,2,2807.01,Yes,0.40346877316834734,0,0,1,0
28,67282,807382,0,757,4,3337.13,Yes,0.0,0,0,1,0
46,34372,412469,108189,670,2,2966.1,Yes,0.2622960755838621,0,1,0,0
38,17489,209868,0,797,1,3184.0,Yes,0.0,0,0,1,0
58,141362,1696349,0,647,3,5244.64,Yes,0.0,0,1,0,0
31,54271,651257,153307,833,2,867.77,No,0.23540169241942888,0,1,0,0
52,54150,649803,0,649,4,1564.4,No,0.0,0,0,1,0
49,37364,448367,0,727,3,4125.57,Yes,0.0,0,1,0,0
61,35061,420728,217074,609,2,2626.13,Yes,0.5159485463292198,0,0,1,0
47,67065,804777,0,665,4,2591.16,Yes,0.0,0,1,0,0
31,65444,785325,221652,667,3,1021.52,Yes,0.2822423837264827,0,0,1,0
66,30583,366995,220344,689,3,860.09,Yes,0.6004005504162182,0,1,0,0
24,48347,580167,298906,619,2,4447.01,No,0.5152068283787254,0,1,0,0
23,46925,563099,0,628,3,2633.49,Yes,0.0,0,0,1,0
57,24720,296637,0,695,3,2715.97,Yes,0.0,0,1,0,0
37,43725,524699,78179,769,3,2759.03,No,0.14899780636136148,0,0,1,0
23,126820,1521846,130654,801,5,904.1,Yes,0.08585231357180687,0,1,0,0
20,21920,263039,10484,782,1,3969.04,Yes,0.039857207486342326,0,0,1,0
66,54572,654869,0,857,2,4806.92,No,0.0,0,0,1,0
28,50910,610926,173875,584,3,2270.82,Yes,0.2846089379073734,0,1,0,0
55,67447,809361,0,827,4,2565.83,No,0.0,0,1,0,0
23,67934,815211,426204,872,2,320.53,Yes,0.5228143388644167,0,1,0,0
27,66961,803534,0,800,4,1607.46,Yes,0.0,0,0,1,0
56,26306,315677,0,682,2,5283.81,Yes,0.0,0,0,1,0
41,76142,913703,0,767,3,5185.55,Yes,0.0,0,0,1,0
36,38110,457314,40016,689,2,3925.38,Yes,0.0875022413483952,0,0,1,0
48,32771,393257,60072,862,3,5226.31,No,0.15275506856839166,0,0,1,0
47,57723,692676,172784,638,4,851.33,Yes,0.2494441845826909,0,0,1,0
23,31050,372601,196340,595,3,10921.53,Yes,0.5269443721299728,1,0,1,0
21,25543,306511,0,720,3,2123.13,Yes,0.0,0,1,0,0
20,29594,355133,51758,694,1,6001.47,Yes,0.14574258094854603,0,0,1,0
30,61906,742868,0,781,5,6297.72,Yes,0.0,0,0,1,0
42,53995,647945,0,707,4,3826.63,Yes,0.0,0,1,0,0
61,48649,583783,172472,699,1,478.13,No,0.29543854480174997,0,1,0,0
40,24443,293317,0,628,3,4021.64,No,0.0,0,1,0,0
52,23314,279767,41202,754,1,1531.53,Yes,0.14727255180203527,0,0,1,0
43,40394,484724,163544,579,2,5003.41,Yes,0.33739612645546746,0,1,0,0
42,23986,287837,0,847,2,4622.29,Yes,0.0,0,0,1,0
67,47954,575443,0,578,2,1638.51,Yes,0.0,0,1,0,0
47,65856,790277,299138,668,3,8021.18,No,0.37852297359027276,0,1,0,0
52,56992,683906,239110,673,4,4249.55,No,0.34962407114428007,0,1,0,0
26,44363,532358,0,748,1,2190.1,No,0.0,0,1,0,0
46,55051,660612,168774,576,4,1143.45,Yes,0.25548128099398737,0,0,1,0
56,54748,656980,0,634,4,3940.76,Yes,0.0,0,1,0,0
34,106137,1273645,64718,767,4,941.88,Yes,0.050813217183752146,0,0,1,0
24,156731,1880768,246625,870,4,3001.06,No,0.13112994266172118,0,1,0,0
21,86436,1037229,47482,888,3,690.9,Yes,0.04577774049896407,0,0,1,0
32,54893,658716,81953,697,2,3460.44,Yes,0.12441325244870323,0,1,0,0
47,77119,925432,0,616,5,1099.5,Yes,0.0,0,0,1,0
66,84821,1017857,458077,639,2,1829.71,Yes,0.4500406245671052,0,1,0,0
61,29343,352117,0,683,2,4375.73,No,0.0,0,0,1,0
69,102423,1229073,223543,744,5,1789.51,Yes,0.18187935134853667,0,0,1,0
33,84939,1019267,0,759,3,5717.07,Yes,0.0,0,0,1,0
58,36680,440158,100055,646,3,1083.2,Yes,0.22731610012768141,0,0,1,0
62,108163,1297955,848809,581,2,8035.11,No,0.6539587273826905,1,1,0,0
37,25192,302298,5480,708,3,11254.61,Yes,0.018127807659991134,0,1,0,0
25,55254,663046,192922,715,3,925.56,Yes,0.2909632212546339,0,0,1,0
21,58199,698389,129998,600,3,2903.73,No,0.18613981606239502,0,0,1,0
49,90374,1084488,387859,702,2,1404.56,Yes,0.3576425004241633,0,0,1,0
67,127339,1528064,71797,696,4,1318.37,No,0.046985597461886415,0,0,1,0
37,12500,150000,53286,584,1,3641.9,No,0.35524,0,0,1,0
22,95029,1140349,608983,697,4,2352.74,Yes,0.5340321252528831,0,1,0,0
47,66785,801422,0,741,4,2717.19,Yes,0.0,0,0,1,0
20,65909,790910,99536,753,3,5361.28,No,0.12584997028739048,0,1,0,0
57,97823,1173871,481987,841,3,2364.33,Yes,0.4105962239462428,0,1,0,0
42,55841,670093,207782,743,2,1535.9,No,0.31007934719509084,0,0,1,0
51,36322,435867,0,818,2,9055.65,Yes,0.0,0,0,1,0
37,54191,650292,257584,613,3,2151.54,Yes,0.3961051343088951,0,1,0,0
32,73645,883743,0,777,4,967.4,Yes,0.0,0,0,1,0
21,66377,796527,0,619,5,1137.36,No,0.0,0,0,1,0
37,39675,476100,0,669,3,3528.8,No,0.0,0,1,0,0
21,88673,1064079,47470,698,4,6913.08,Yes,0.04461134934530237,0,1,0,0
41,90804,1089647,0,624,5,5649.65,Yes,0.0,0,1,0,0
33,84220,1010646,491076,649,3,826.64,Yes,0.48590307585445347,0,1,0,0
47,84557,1014683,327682,658,5,2139.33,Yes,0.3229402680443055,0,0,1,0
50,82429,989147,186555,688,3,2826.5,Yes,0.18860189638142763,0,1,0,0
49,59216,710590,274928,679,3,6068.65,Yes,0.38690102590804826,0,0,1,0
70,30582,366987,135011,782,2,258.32,Yes,0.3678904157367972,0,1,0,0
54,54318,651810,0,729,4,2906.42,Yes,0.0,0,1,0,0
43,72204,866451,256259,840,3,1810.09,No,0.2957570595452022,0,1,0,0
38,36869,442428,24656,589,3,4545.35,Yes,0.05572884175504263,0,0,1,0
41,64199,770392,145190,816,3,1269.77,Yes,0.1884624970145069,0,0,1,0
47,71425,857100,0,710,3,3830.26,Yes,0.0,0,0,1,0
61,29343,352117,0,683,2,5029.65,Yes,0.0,0,0,1,0
31,46141,553695,53410,670,2,2570.9,No,0.09646104804991917,0,0,1,0
63,79791,957488,0,510,1,7429.33,Yes,0.0,0,0,1,0
51,24289,291471,0,767,1,1700.3,Yes,0.0,0,0,1,0
62,126254,1515051,0,680,2,3410.08,No,0.0,0,1,0,0
24,79091,949091,422263,700,4,2603.61,No,0.44491307998916857,0,0,1,0
47,77119,925432,0,616,5,5511.98,Yes,0.0,0,0,1,0
33,74858,898302,296586,739,3,498.98,No,0.33016290735187054,0,0,1,0
20,26101,313212,109337,620,2,856.07,Yes,0.34908304918074656,0,1,0,0
26,74288,891451,339361,682,3,3076.97,Yes,0.3806838513838674,0,0,1,0
58,56828,681935,482933,612,2,4550.39,Yes,0.7081803984250699,0,1,0,0
45,25832,309990,141387,602,1,1811.35,Yes,0.45610180973579795,0,1,0,0
22,24102,289227,0,574,1,1823.37,Yes,0.0,0,0,1,0
45,66244,794923,303744,674,5,1219.37,No,0.3821049334338043,0,1,0,0
48,26778,321330,123459,669,3,2109.75,Yes,0.3842124918308281,0,1,0,0
68,51634,619610,216702,768,3,2629.78,No,0.34973935217314117,0,1,0,0
27,65069,780824,228033,695,4,3325.53,Yes,0.29204148438060307,0,1,0,0
67,81518,978218,468323,664,4,3721.85,Yes,0.4787511577174004,0,1,0,0
26,47125,565505,185283,621,2,3508.47,No,0.3276416654140989,0,0,1,0
35,84966,1019597,0,757,3,3466.17,Yes,0.0,0,1,0,0
28,102009,1224107,396930,718,5,1966.85,Yes,0.3242608693521073,0,0,0,1
66,66680,800154,188071,655,3,1590.22,No,0.23504350412545585,0,1,0,0
67,81518,978218,468323,664,4,3482.99,Yes,0.4787511577174004,0,1,0,0
49,30430,365166,53219,672,2,1592.38,Yes,0.14573919806334654,0,1,0,0
60,81905,982862,306247,732,5,865.98,Yes,0.3115869776224943,0,1,0,0
22,22174,266084,28374,748,3,2443.48,Yes,0.10663549856436313,0,1,0,0
38,17489,209868,0,797,1,1199.47,Yes,0.0,0,0,1,0
26,62951,755414,460729,600,5,4039.8,Yes,0.6099026494081391,0,1,0,0
28,38556,462677,83511,660,3,6721.37,Yes,0.18049524830497302,0,1,0,0
33,14821,177856,0,727,1,3200.24,Yes,0.0,0,0,1,0
64,157973,1895675,0,638,3,1036.25,Yes,0.0,0,1,0,0
54,55348,664170,0,784,4,312.01,Yes,0.0,0,0,1,0
67,54742,656901,308597,677,4,3740.82,No,0.4697770288064716,0,1,0,0
28,55966,671593,0,726,3,2375.19,Yes,0.0,0,1,0,0
28,86069,1032832,0,684,4,1663.46,Yes,0.0,0,1,0,0
51,27885,334620,185780,575,3,1499.85,Yes,0.5551969398123244,1,0,1,0
68,89302,1071619,408250,529,1,2339.23,Yes,0.3809656230432644,0,0,1,0
19,37842,454100,173474,732,2,2942.83,Yes,0.3820171768332966,0,1,0,0
34,100695,1208343,713280,606,5,2973.19,Yes,0.5902959672874342,0,0,1,0
33,38814,465766,171721,752,2,9064.19,Yes,0.3686851337366832,0,1,0,0
46,50128,601535,245459,741,2,1889.51,Yes,0.4080543941749025,0,0,1,0
54,55500,666005,0,711,3,4037.49,No,0.0,0,1,0,0
47,78867,946404,313205,770,4,2182.4,No,0.3309421769138761,0,0,1,0
54,28097,337168,0,667,3,3028.87,No,0.0,0,0,1,0
59,28659,343909,41101,684,3,3916.19,Yes,0.11951126606166167,0,0,1,0
48,44261,531133,0,597,3,802.2,Yes,0.0,0,1,0,0
19,136336,1636035,467431,732,3,5368.33,No,0.28570965780071944,0,1,0,0
59,53018,636212,143949,687,5,4275.2,Yes,0.22625948583176678,0,0,1,0
20,55540,666480,146392,641,3,4376.22,Yes,0.21964950186052096,0,0,1,0
49,35198,422374,37595,800,2,4080.51,Yes,0.0890087931548817,0,0,1,0
49,54682,656178,0,762,3,3598.31,Yes,0.0,0,0,1,0
43,38606,463271,160076,804,2,4225.81,Yes,0.3455342553278751,0,1,0,0
20,35825,429895,57419,652,1,2384.21,Yes,0.1335651728910548,0,1,0,0
52,52348,628170,0,603,5,1281.06,Yes,0.0,0,0,1,0
41,73378,880530,383654,625,2,1939.32,Yes,0.43570803947622455,0,0,1,0
28,75481,905772,325864,673,2,1259.64,No,0.3597638257751399,0,0,0,1
59,50921,611056,36422,742,3,1094.87,Yes,0.05960501165195989,0,1,0,0
47,71425,857100,0,710,3,1241.52,Yes,0.0,0,0,1,0
70,23075,276896,141349,705,2,2858.63,Yes,0.510476857737201,0,1,0,0
48,38703,464437,120410,789,1,3121.47,Yes,0.2592601364663022,0,0,1,0
24,33356,400273,0,606,3,1042.51,Yes,0.0,0,0,1,0
35,85469,1025630,105900,618,3,595.46,Yes,0.10325360997630724,0,0,1,0
31,54668,656014,29281,634,3,1863.13,Yes,0.04463471816150265,0,0,1,0
49,89829,1077953,0,790,3,1279.29,Yes,0.0,0,1,0,0
27,130039,1560468,327537,744,5,582.23,No,0.2098966463906982,0,0,1,0
39,91054,1092654,0,814,4,1113.32,Yes,0.0,0,1,0,0
56,86111,1033333,372401,580,3,1669.63,Yes,0.3603881807703809,0,1,0,0
24,56988,683853,102143,618,2,581.47,Yes,0.14936397149679828,0,0,1,0
61,59474,713684,0,623,4,6927.57,No,0.0,0,1,0,0
24,29977,359720,101699,716,1,5726.18,Yes,0.2827171133103525,0,1,0,0
46,87503,1050036,340031,685,4,3562.31,Yes,0.32382794494664946,0,1,0,0
58,53856,646268,0,756,3,2675.17,Yes,0.0,0,0,1,0
26,34786,417431,63357,585,3,2954.0,Yes,0.15177837774386665,0,0,1,0
54,55088,661056,0,653,3,3658.87,Yes,0.0,0,1,0,0
65,34420,413046,0,766,2,8831.22,No,0.0,0,1,0,0
22,26702,320430,0,697,3,864.26,Yes,0.0,0,0,1,0
61,25117,301404,115000,614,2,1828.6,Yes,0.3815476901434619,0,0,1,0
41,49284,591405,106397,822,3,1834.35,Yes,0.17990547932465908,0,0,1,0
25,32759,393110,27755,793,2,1427.47,Yes,0.0706036478339396,0,0,1,0
37,81896,982746,227413,612,3,7708.14,Yes,0.23140567349040342,0,0,1,0
39,37810,453724,0,748,3,3237.98,No,0.0,0,1,0,0
58,46250,554997,54240,596,1,3605.55,Yes,0.09773025800139461,0,1,0,0
37,31042,372505,113847,660,3,4892.53,No,0.30562542784660607,0,1,0,0
49,82489,989873,204290,672,5,847.89,Yes,0.206380010364966,0,0,1,0
27,66961,803534,0,800,4,9783.85,No,0.0,0,0,1,0
25,57482,689787,89862,736,2,1719.73,Yes,0.13027499793414488,0,0,1,0
54,134035,1608416,334499,637,4,1346.46,No,0.20796796351192726,0,0,1,0
32,46491,557889,296066,724,3,2307.38,Yes,0.5306897967158342,0,1,0,0
35,27075,324900,62679,560,1,1400.81,No,0.19291782086795936,0,0,1,0
62,34670,416036,0,780,2,3525.29,Yes,0.0,0,0,1,0
59,93719,1124624,575260,698,2,6122.2,Yes,0.5115131812943704,0,1,0,0
20,26101,313212,109337,620,2,2968.11,No,0.34908304918074656,0,1,0,0
19,33813,405753,146623,664,3,1115.26,Yes,0.36136023639997733,0,1,0,0
52,88370,1060444,0,794,5,2173.76,No,0.0,0,1,0,0
28,101578,1218941,143229,768,4,3307.73,Yes,0.11750281596894353,0,1,0,0
54,33733,404794,196915,657,1,8568.39,Yes,0.4864573091498392,0,1,0,0
48,31648,379771,58296,705,3,1033.82,No,0.15350303209039132,0,0,1,0
54,53667,644004,292430,615,4,3715.77,Yes,0.45408103055260524,0,1,0,0
49,59216,710590,274928,679,3,2841.42,Yes,0.38690102590804826,0,0,1,0
38,85301,1023616,187047,680,4,1378.07,Yes,0.18273161029135926,0,1,0,0
50,59130,709564,164424,636,5,2375.27,No,0.23172539756808405,0,0,1,0
21,130648,1567780,572618,681,3,1690.4,Yes,0.3652412966104938,0,0,1,0
29,73174,878091,0,670,3,2545.87,No,0.0,0,0,0,1
61,124427,1493120,193100,652,3,3042.96,Yes,0.12932651093013287,0,0,1,0
21,83230,998755,0,686,2,3727.12,No,0.0,0,0,1,0
24,95676,1148108,0,794,5,3609.89,Yes,0.0,0,1,0,0
55,48456,581471,0,800,3,4318.84,No,0.0,0,0,1,0
66,53372,640464,0,809,3,1791.93,Yes,0.0,0,0,1,0
55,35217,422605,0,645,1,2350.04,Yes,0.0,0,0,0,1
51,160214,1922569,340911,636,3,3311.4,Yes,0.1773205539046973,0,0,1,0
41,23748,284976,50002,789,3,5310.21,Yes,0.17546038964684746,0,0,1,0
61,47473,569678,59999,789,3,2257.69,Yes,0.10532090057892353,0,1,0,0
65,140949,1691386,0,716,3,3832.46,No,0.0,0,1,0,0
49,33605,403256,232454,616,1,3329.02,Yes,0.5764427559664332,0,0,1,0
56,21920,263046,0,721,3,2702.87,Yes,0.0,0,0,1,0
54,60544,726523,219689,547,1,1287.65,Yes,0.30238409520414355,0,0,1,0
52,159033,1908391,0,806,3,3557.0,No,0.0,0,0,1,0
24,168934,2027214,1069522,560,3,2227.83,Yes,0.5275821891522059,1,1,0,0
42,111349,1336189,0,713,4,2177.67,Yes,0.0,0,1,0,0
39,88509,1062112,143826,693,4,2109.33,No,0.13541509746618058,0,0,1,0
38,44437,533244,80711,742,2,2491.4,Yes,0.1513584775449888,0,1,0,0
35,35610,427321,83921,659,2,809.0,Yes,0.19638866332335644,0,0,1,0
24,68646,823747,255868,651,4,617.28,No,0.31061478827843986,0,0,1,0
61,90555,1086656,293992,725,3,5085.21,Yes,0.27054744095647565,0,0,1,0
42,63394,760730,101752,772,5,2047.32,Yes,0.13375573462332233,0,0,1,0
31,27640,331683,9822,716,1,1495.19,Yes,0.029612612042221036,0,0,1,0
22,26404,316853,103557,645,2,2395.62,Yes,0.32682979173307497,0,0,1,0
52,130420,1565041,0,760,3,3547.16,Yes,0.0,0,1,0,0
28,17447,209361,45092,636,1,494.49,Yes,0.2153791775927704,0,0,1,0
69,46536,558435,0,816,2,3900.07,Yes,0.0,0,0,1,0
43,72086,865037,202397,780,5,3543.43,Yes,0.2339749629206612,0,0,1,0
30,35785,429415,269105,620,2,2869.8,Yes,0.6266781551645844,0,0,1,0
24,23343,280117,62804,687,3,2101.56,Yes,0.22420631379030906,0,0,1,0
44,41272,495263,291085,716,3,1111.4,Yes,0.5877382320100634,0,1,0,0
21,38806,465675,26311,738,1,1564.91,Yes,0.05650077843989907,0,0,1,0
31,25735,308820,150940,708,1,3211.28,Yes,0.48876368110873647,0,1,0,0
54,134405,1612862,0,843,3,2784.96,No,0.0,0,1,0,0
65,39663,475956,60889,783,3,2453.76,Yes,0.12792989267915522,0,1,0,0
62,27317,327803,156368,587,1,1273.08,Yes,0.4770182091072992,0,0,0,1
44,59241,710890,0,632,5,7097.74,No,0.0,0,1,0,0
26,62951,755414,460729,600,5,1824.01,Yes,0.6099026494081391,0,1,0,0
24,83184,998205,308216,772,4,1960.73,Yes,0.3087702425854409,0,0,1,0
39,52309,627713,0,792,3,7615.13,No,0.0,0,1,0,0
28,44306,531678,102744,772,1,3347.8,Yes,0.19324478349677812,0,1,0,0
49,101102,1213218,0,792,3,4066.17,Yes,0.0,0,0,1,0
38,39287,471447,126221,681,2,3964.55,No,0.2677310493014061,0,1,0,0
37,21475,257703,22823,713,2,3012.34,No,0.08856319096013628,0,0,0,1
51,40332,483986,222673,813,3,2640.65,Yes,0.4600814899604534,0,1,0,0
21,25351,304212,0,846,1,1676.08,Yes,0.0,0,1,0,0
69,53522,642268,0,708,3,7583.89,No,0.0,0,1,0,0
28,30725,368703,71319,730,1,1524.68,Yes,0.19343211202512592,0,1,0,0
57,45734,548812,52916,888,1,3131.9,Yes,0.09641917450784604,0,1,0,0
45,44858,538302,0,771,2,3817.56,Yes,0.0,0,1,0,0
28,29897,358764,131219,642,1,2233.6,No,0.36575297409996543,0,0,1,0
44,48079,576943,68042,756,1,4115.02,Yes,0.11793539396439509,0,1,0,0
58,38257,459086,0,780,2,2711.15,No,0.0,0,1,0,0
40,26264,315170,94316,653,2,7344.49,Yes,0.2992543706571057,0,0,1,0
26,33780,405365,150285,650,3,3024.09,Yes,0.37073995041505803,0,0,1,0
22,29564,354763,0,860,3,6282.3,No,0.0,0,1,0,0
36,21082,252990,14842,778,1,878.61,Yes,0.05866635044863433,0,0,1,0
